"iso3","count_respondents","scope","gender","quintile","indicator","value"
"DOM",1507,"country","all","total","san_exclusive",90.2648519501085
"DOM",1507,"country","all","total","san_implatrine",9.16367716333614
"DOM",1507,"country","all","total","san_other",12.2409849012832
"DOM",1507,"country","all","total","san_septic",46.9844139970227
"DOM",1507,"country","all","total","san_sewer",25.2066245610788
"DOM",1507,"country","all","total","san_unimp",4.17701764286255
"DOM",1507,"country","all","total","improved_w_access",96.3746243091962
"DOM",1507,"country","all","total","water_daily",30.3169593546276
"DOM",1507,"country","all","total","w_dist_treatment",1.75248914606954
"DOM",1507,"country","all","total","w_treatment",38.0437766298325
"DOM",1507,"country","all","total","reason_w_treatment_taste",0.0364850475107492
"DOM",1507,"country","all","total","reason_w_treatment_color",0
"DOM",1507,"country","all","total","reason_w_treatment_quality",2.15900710567999
"DOM",1507,"country","all","total","reason_w_treatment_continuity",0.20887672080208
"DOM",1507,"country","all","total","we_piped_water",813.30730012439
"DOM",1507,"country","all","total","we_bottled",1159.21700599262
"DOM",1507,"country","all","total","we_trucked",2432.43675918418
"DOM",1507,"country","all","total","satisfied_service",0
"DOM",1507,"country","all","total","unsatisfied_service",0
"DOM",1507,"country","all","total","improved_san",82.2744232719411
"DOM",1507,"country","all","total","no_san_access",1.30757418391318
"DOM",1507,"country","all","total","open_def",0.0787257846678073
"DOM",1507,"country","all","total","sewage_treated",1.53064921351321
"DOM",1507,"country","all","total","sewage_contaminates",1.58100883374107
"ECU",1426,"country","all","total","twe_usd_pc",4.19676006491246
"ECU",1426,"country","all","total","twe_usd",16.2246645910355
"ECU",1426,"country","all","total","access_water_piped_home",58.8852629946404
"ECU",1426,"country","all","total","access_water_piped_plot",3.68984484319584
"ECU",1426,"country","all","total","water_on_premises",8.01793645188459
"ECU",1426,"country","all","total","water_distr",81.6690361421386
"ECU",1426,"country","all","total","consume_distr",62.5751078378363
"ECU",1426,"country","all","total","consume_other",4.81960711199816
"ECU",1426,"country","all","total","consume_bottled",22.6438637295424
"ECU",1426,"country","all","total","consume_delivered",1.81617623656559
"ECU",1426,"country","all","total","consume_impspring",0.362448300393974
"ECU",1426,"country","all","total","consume_impwell",4.96741706162925
"ECU",1426,"country","all","total","consume_publictap",0.368807004663277
"ECU",1426,"country","all","total","consume_rain",0.143717401710703
"ECU",1426,"country","all","total","consume_unimproved",2.30285531566035
"ECU",1426,"country","all","total","ou_bottled",0.334170928737629
"ECU",1426,"country","all","total","ou_delivered",2.73872898005622
"ECU",1426,"country","all","total","ou_distr",76.9028339197824
"ECU",1426,"country","all","total","ou_impspring",0.403518426836107
"ECU",1426,"country","all","total","ou_impwell",6.81364587296151
"ECU",1426,"country","all","total","ou_other",7.77727818946451
"ECU",1426,"country","all","total","ou_publictap",1.11150281340756
"ECU",1426,"country","all","total","ou_rain",0.317387688169419
"ECU",1426,"country","all","total","ou_unimproved",3.60093318058468
"ECU",1426,"country","all","total","san_ecolatrine",1.47335179256062
"ECU",1426,"country","all","total","san_exclusive",92.4293813552294
"ECU",1426,"country","all","total","san_implatrine",6.11891987157499
"ECU",1426,"country","all","total","san_other",3.9550661405098
"ECU",1426,"country","all","total","san_septic",21.3031879972437
"ECU",1426,"country","all","total","san_sewer",63.8264647724807
"ECU",1426,"country","all","total","san_unimp",1.30023757963007
"ECU",1426,"country","all","total","improved_w_access",92.8775375723415
"ECU",1426,"country","all","total","water_daily",65.888475647061
"ECU",1426,"country","all","total","w_dist_treatment",41.0659243119453
"ECU",1426,"country","all","total","w_treatment",67.9888613498061
"ECU",1426,"country","all","total","reason_w_treatment_taste",0.378009709334512
"ECU",1426,"country","all","total","reason_w_treatment_color",0.213519525426021
"ECU",1426,"country","all","total","reason_w_treatment_quality",33.0160400413037
"ECU",1426,"country","all","total","reason_w_treatment_continuity",0.425623188468798
"ECU",1426,"country","all","total","we_piped_water",1765.93575565315
"ECU",1426,"country","all","total","we_bottled",1204.2572892182
"ECU",1426,"country","all","total","we_trucked",2524.84788328614
"ECU",1426,"country","all","total","satisfied_service",0
"ECU",1426,"country","all","total","unsatisfied_service",0
"ECU",1426,"country","all","total","improved_san",92.7219244338601
"ECU",1426,"country","all","total","no_san_access",2.02277184600006
"ECU",1426,"country","all","total","open_def",0.163606939879064
"ECU",1426,"country","all","total","sewage_treated",5.63889793405343
"ECU",1426,"country","all","total","sewage_contaminates",2.98970968529369
"GTM",1491,"country","all","total","twe_usd_pc",3.38560359631898
"GTM",1491,"country","all","total","twe_usd",12.9327584394424
"GTM",1491,"country","all","total","access_water_piped_home",40.9595000504087
"GTM",1491,"country","all","total","access_water_piped_plot",1.97720537790555
"GTM",1491,"country","all","total","water_on_premises",18.4715856312342
"GTM",1491,"country","all","total","water_distr",72.0495898515224
"GTM",1491,"country","all","total","consume_distr",42.9367054283142
"GTM",1491,"country","all","total","consume_other",3.98224045899165
"GTM",1491,"country","all","total","consume_bottled",30.3281617804787
"GTM",1491,"country","all","total","consume_delivered",0.502087434336346
"GTM",1491,"country","all","total","consume_impspring",4.40670539113995
"GTM",1491,"country","all","total","consume_impwell",12.1966910142278
"GTM",1491,"country","all","total","consume_publictap",0.232007666558832
"GTM",1491,"country","all","total","consume_rain",0.804645035369523
"GTM",1491,"country","all","total","consume_unimproved",4.61075579058293
"GTM",1491,"country","all","total","ou_bottled",0.328137387394587
